Descricao_Acao;Descricao_Elemento;Descricao_item_Despesa;Orcamento_Atualizado;Empenhado;Liquidado;Pago;Pago_Restos_Pagar
GESTAO DESCENTRALIZADA DO CADASTRO UNICO PARA PROGRAMAS SOCIAIS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS GRAFICOS EM GERAL POR PESSOA JURIDICA                                            ;0;666;666;666;666
AVALIACAO NUTRICIONAL DOS IDOSOS DOS SERVICOS DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;1000;0;0;0;0
PROTECAO SOCIAL ESPECIAL DE ALTA COMPLEXIDADE;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICO DE AGENCIAMENTO DE VIAGENS                                                        ;0;85000;84999.99;84999.99;93220.21
PROTECAO SOCIAL ESPECIAL DE ALTA COMPLEXIDADE;DESPESAS DE EXERCICIOS ANTERIORES                                                         ;SERVICOS PARA FINS EDUCATIVOS. CULTURAIS E SOCIAIS. INCLUSIVE DIVULGACAO                  ;0;496845;496845;496845;496845
PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE;MATERIAL DE CONSUMO                                                                       ;MATERIAIS E UTENSILIOS EM GERAL PARA COPA.COZINHA.SALA.MESA.DORMITORIO.BANHO OUTRAS INSTAL;0;69727.38;69727.38;12045.56;12045.56
PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE;MATERIAL DE CONSUMO                                                                       ;MATERIAIS PARA LIMPEZA. E HIGIENE                                                         ;0;133204.91;79765.16;54876.05;54876.05
PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE;MATERIAL DE CONSUMO                                                                       ;MATERIAIS PARA USO ESCOLAR.DIDATICO.CULTURAL. CIVICO E TECNICO                            ;0;136026.24;0;0;0
PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIV. DIRIGIDAS A ASSIST. SOCIAL. PRESTADOS POR OSC  ;0;10701622.42;8678799.83;8358017.83;8358017.83
PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS GRAFICOS EM GERAL POR PESSOA JURIDICA                                            ;0;7605;7605;7605;7605
PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE;EQUIPAMENTOS E MATERIAL PERMANENTE                                                        ;MAQUINAS E EQUIPAMENTOS PARA ESPORTE E LAZER                                              ;0;143.45;143.45;143.45;143.45
PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE;EQUIPAMENTOS E MATERIAL PERMANENTE                                                        ;ELETRODOMESTICOS DE MEDIO E GRANDE PORTE                                                  ;0;196080.7;67653.1;12073.23;12073.23
PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE;EQUIPAMENTOS E MATERIAL PERMANENTE                                                        ;MOBILIARIO EM GERAL                                                                       ;0;251654.73;157824.28;75773.66;107101.47
PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE;DESPESAS DE EXERCICIOS ANTERIORES                                                         ;TREINAMENTO DE PESSOAL                                                                    ;0;0;0;0;66181
ACOMPANHAMENTO FAMILIAR REALIZADO PELO PROJETO PRIMEIRA INFANCIA CARIOCA - PIC;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE RECREACAO E ASSISTENCIA SOCIAL                                                ;0;0;0;0;115113.65
SERVICO DE PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA;MATERIAL DE CONSUMO                                                                       ;MATERIAL DE CONSUMO                                                                       ;1083372.2;0;0;0;0
AMPLIACAO. REFORMA E ADEQUACAO DAS UNIDADES DA SMASDH;OBRAS E INSTALACOES                                                                       ;OBRAS E INSTALACOES                                                                       ;0;0;0;0;0
REFORMA. ADEQUACAO E ESTRUTURACAO DOS CENTROS DE REFERENCIA DA ASSISTENCIA SOCIAL  - EL 60;OBRAS E INSTALACOES                                                                       ;OBRAS E INSTALACOES                                                                       ;0;0;0;0;0
SUBVENCAO SOCIAL A ONG VIVA JACAREZINHO - EL 5557/19;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;0;0;0;0;0
ATIVIDADES DO CONSELHO MUNICIPAL DE ASSISTENCIA SOCIAL;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;7912;0;0;0;0
TRANSFERENCIA DE RENDA NO MUNICIPIO DO RIO DE JANEIRO;DESPESAS DE EXERCICIOS ANTERIORES                                                         ;DESPESAS DE EXERCICIOS ANTERIORES                                                         ;7388535;0;0;0;0
PROMOCAO DOS DIREITOS HUMANOS;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA                                              ;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA                                              ;135133.52;0;0;0;0
POLITICAS DE PROTECAO INTEGRAL PARA CRIANCAS E ADOLESCENTES;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                    ;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                    ;100000;0;0;0;0
FORMACAO DE RECURSOS HUMANOS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;20000;0;0;0;0
PROTECAO SOCIAL ESPECIAL DE ALTA COMPLEXIDADE;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIV. DIRIGIDAS A ASSIST. SOCIAL. PRESTADOS POR OSC  ;0;17122456.08;4139252.53;4112662.53;4112662.53
PROTECAO SOCIAL ESPECIAL DE ALTA COMPLEXIDADE;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE RECREACAO E ASSISTENCIA SOCIAL                                                ;0;11151651.65;11151651.65;11151651.65;18539743.84
PROTECAO SOCIAL ESPECIAL DE ALTA COMPLEXIDADE;EQUIPAMENTOS E MATERIAL PERMANENTE                                                        ;MOBILIARIO EM GERAL                                                                       ;0;19021.33;0;0;0
PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE;MATERIAL DE CONSUMO                                                                       ;MATERIAIS PARA USO ESCOLAR.DIDATICO.CULTURAL. CIVICO E TECNICO                            ;0;6801.32;0;0;0
PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;11172653.64;0;0;0;0
PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE;EQUIPAMENTOS E MATERIAL PERMANENTE                                                        ;ELETRODOMESTICOS DE MEDIO E GRANDE PORTE                                                  ;0;2272.94;698;122.17;122.17
SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS - SCFV;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIV. DIRIGIDAS A ASSIST. SOCIAL. PRESTADOS POR OSC  ;0;2648549.1;1904434.56;1844434.56;1844434.56
MANUTENCAO DA REDE DE ATENCAO PRIMARIA A SAUDE;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A SAUDE. PRESTADOS POR OS       ;0;3090079.82;2576598.83;1549636.85;1549636.85
CONCESSIONARIAS DE SERVICOS PUBLICOS - ADM. DIRETA - SAUDE PREVENTIVA E EMERGENCIA SOCIAL;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;1000;0;0;0;0
ACOES DE ATENCAO PSICOSSOCIAL;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;422357.73;0;0;0;0
MANUTENCAO DA REDE DE APOIO SECUNDARIO A SAUDE;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE ASSISTENCIA MEDICA. HOSPITALAR E ODONTOLOGICA                                 ;0;0;0;0;642.39
MANUTENCAO DA REDE DE ATENCAO PRIMARIA A SAUDE;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;335868.15;0;0;0;0
PROVISAO DE GASTOS COM PESSOAL - SAUDE PREVENTIVA E EMERGENCIA SOCIAL;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;REMUNERACAO DE CARGO DE DIRECAO E ASSISTENCIA SUPERIOR (DAS)                              ;0;473814.98;473814.98;426328.98;466586.85
PROVISAO DE GASTOS COM PESSOAL - SAUDE PREVENTIVA E EMERGENCIA SOCIAL;OUTRAS DESPESAS VARIAVEIS - PESSOAL CIVIL                                                 ;REMUNERACAO POR SUBSTITUICAO                                                              ;0;11289.97;11289.97;8702.32;8702.32
MANUTENCAO DA REDE DE APOIO SECUNDARIO A SAUDE;LOCACAO DE MAO-DE-OBRA                                                                    ;LOCACAO DE MAO-DE-OBRA                                                                    ;759589.69;0;0;0;0
MANUTENCAO DA REDE DE ATENCAO PRIMARIA A SAUDE;LOCACAO DE MAO-DE-OBRA                                                                    ;SERVICOS DE VIGILANCIA E POLICIAMENTO POR PESSOA JURIDICA                                 ;0;334986.94;0;0;0
MANUTENCAO DA REDE DE ATENCAO PRIMARIA A SAUDE;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVS.DE REPARO.ADPTACAO.CONSERV.RESTAUR.E INSTAL.DE BENS MOVEIS E IMOV.P/PESSOA JURIDICA ;0;0;0;0;7200
MANUTENCAO DA REDE DE APOIO SECUNDARIO A SAUDE;LOCACAO DE MAO-DE-OBRA                                                                    ;SERVICOS DE LIMPEZA. CONSERVACAO. HIGIENE E COPA POR PESSOA JURIDICA                      ;0;0;0;0;49480.44
MANUTENCAO DA REDE DE APOIO SECUNDARIO A SAUDE;LOCACAO DE MAO-DE-OBRA                                                                    ;SERVICOS DE VIGILANCIA E POLICIAMENTO POR PESSOA JURIDICA                                 ;0;74467.67;0;0;19820.78
MANUTENCAO DA REDE DE APOIO SECUNDARIO A SAUDE;LOCACAO DE MAO-DE-OBRA                                                                    ;SERVICOS DE VIGILANCIA E POLICIAMENTO POR PESSOA JURIDICA                                 ;0;78173.01;0;0;0
MANUTENCAO DA REDE DE APOIO SECUNDARIO A SAUDE;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVS.DE REPARO.ADPTACAO.CONSERV.RESTAUR.E INSTAL.DE BENS MOVEIS E IMOV.P/PESSOA JURIDICA ;0;0;0;0;4960
MANUTENCAO DA REDE DE APOIO SECUNDARIO A SAUDE;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;LOCACAO DE EQUIPAMENTOS COM OPERACAO E INSUMOS                                            ;0;15500;0;0;20850.76
MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR;MATERIAL DE CONSUMO                                                                       ;MATERIAIS PARA ESCRITORIO E EXPEDIENTE                                                    ;0;18435.7;18435.7;18435.7;18435.7
MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;2670149.45;0;0;0;0
MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE LABORATORIO DE ANALISES CLINICAS                                              ;0;0;0;0;10905.67
MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE MANUTENCAO E CONSERVACAO PREDIAL HOSPITALAR                                   ;0;0;0;0;197898.3
MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE PUBLICIDADE LEGAL                                                             ;0;3999.73;999.73;999.73;999.73
CONCESSIONARIAS DE SERVICOS PUBLICOS DE ENERGIA ELETRICA - ADM. DIRETA - SAUDE PREVENTIVA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE LUZ E FORCA MOTRIZ                                                            ;0;595242;417879.28;373964.86;373964.86
MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR;LOCACAO DE MAO-DE-OBRA                                                                    ;SERVICOS DE APOIO ADMINISTRATIVO E OPERACIONAL                                            ;0;87763.76;64405.46;63548.99;77162.31
MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;FORNECIMENTO DE ALIMENTACAO                                                               ;0;0;0;0;973601.2
MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE MANUTENCAO E CONSERVACAO PREDIAL HOSPITALAR                                   ;0;0;0;0;91679.65
PROVISAO DE GASTOS COM PESSOAL - SAUDE PREVENTIVA E EMERGENCIA SOCIAL;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;DIREITO PESSOAL                                                                           ;0;143773.67;143773.67;129190.41;140756.63
MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVS.DE REPARO.ADPTACAO.CONSERV.RESTAUR.E INSTAL.DE BENS MOVEIS E IMOV.P/PESSOA JURIDICA ;0;490.22;490.22;490.22;490.22
MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;FORNECIMENTO DE ALIMENTACAO                                                               ;0;0;0;0;135359.29
PROVISAO DE GASTOS COM PESSOAL - SAUDE PREVENTIVA E EMERGENCIA SOCIAL;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;ADICIONAL POR TEMPO DE SERVICO                                                            ;0;591845.73;591845.73;586475.22;686716.44
PROVISAO DE GASTOS COM PESSOAL - SAUDE PREVENTIVA E EMERGENCIA SOCIAL;AUXILIO-TRANSPORTE                                                                        ;AUXILIO-TRANSPORTE                                                                        ;140000;0;0;0;0
MANUTENCAO DO CUSTEIO DAS UNIDADES DE PRONTO ATENDIMENTO (UPA);OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;6867636.62;0;0;0;0
ACOES DE INTEGRACAO DA VIGILANCIA EM SAUDE. ATENCAO PRIMARIA E PROMOCAO NOS BAIRROS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;10000;0;0;0;0
ACOES DE INTEGRACAO DA VIGILANCIA EM SAUDE. ATENCAO PRIMARIA E PROMOCAO NOS BAIRROS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS GRAFICOS EM GERAL POR PESSOA JURIDICA                                            ;0;724.81;0;0;0
MANUTENCAO DA REDE DE ATENCAO PRIMARIA A SAUDE;MATERIAL DE CONSUMO                                                                       ;MATERIAIS E PRODUTOS QUIMICOS                                                             ;0;5679;2848;2529.6;2649.6
MANUTENCAO DA REDE DE ATENCAO PRIMARIA A SAUDE;LOCACAO DE MAO-DE-OBRA                                                                    ;LOCACAO DE MAO-DE-OBRA                                                                    ;727176.47;0;0;0;0
MANUTENCAO DA REDE DE ATENCAO PRIMARIA A SAUDE;DESPESAS DE EXERCICIOS ANTERIORES                                                         ;DESPESAS DE EXERCICIOS ANTERIORES                                                         ;10410475.14;0;0;0;0
PROVISAO DE GASTOS COM PESSOAL - SAUDE PREVENTIVA E EMERGENCIA SOCIAL;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;REMUNERACAO DE CARGO DE DIRECAO E ASSISTENCIA INTERMEDIARIA (DAI)                         ;0;543031.54;543031.54;490383.1;539587.35
